time[sec] pos_L_1[m] pos_L_2[m] pos_L_3[m] phi[deg] theta[deg] psi[deg] thrust[N] 
6.4249999999999996e-001 3.5261354642368794e+001 3.9954592445417902e+001 4.7820586657420208e+000 -5.1292675326717706e+001 2.6055001100216209e+000 2.8031430559599819e+000 4.7896874828532236e+002 
6.4500000000000002e-001 3.5534817451027543e+001 3.9952233655559382e+001 4.8103638136329572e+000 -5.1447669090887679e+001 2.5403759810891704e+000 2.8699880968112854e+000 4.7873800411522632e+002 
6.4749999999999996e-001 3.5809311055723143e+001 3.9949774110062428e+001 4.8386060727291884e+000 -5.1598594225798912e+001 2.4764827481863274e+000 2.9368253437842933e+000 4.7850725994513027e+002 
6.5000000000000002e-001 3.6084834813666625e+001 3.9947211132785306e+001 4.8667832080068862e+000 -5.1745693492647852e+001 2.4138508281148745e+000 3.0036092361580491e+000 4.7827651577503428e+002 
6.5249999999999997e-001 3.6361388090961171e+001 3.9944542272705569e+001 4.8948933413512243e+000 -5.1889401270052410e+001 2.3524751666719474e+000 3.0703111421031726e+000 4.7804577160493830e+002 
6.5500000000000003e-001 3.6638970270511813e+001 3.9941765279987095e+001 4.9229348039344174e+000 -5.2030211643334539e+001 2.2923579131334249e+000 3.1368947673952183e+000 4.7781502743484225e+002 
6.5749999999999997e-001 3.6917580703946619e+001 3.9938877624267725e+001 4.9509055919043714e+000 -5.2168388923829703e+001 2.2335238946978446e+000 3.2033097892264126e+000 4.7758428326474620e+002 
6.6000000000000003e-001 3.7197218723390243e+001 3.9935876724204078e+001 4.9788038068333051e+000 -5.2304292038946613e+001 2.1759751815316815e+000 3.2695126972151538e+000 4.7735353909465016e+002 
6.6249999999999998e-001 3.7477883665544766e+001 3.9932760089663795e+001 5.0066276602030406e+000 -5.2438325569485514e+001 2.1197171665405907e+000 3.3354588109023191e+000 4.7712279492455417e+002 
6.6500000000000004e-001 3.7759574873058753e+001 3.9929525396871853e+001 5.0343754103645200e+000 -5.2570730293292129e+001 2.0647613015149644e+000 3.4011152114626566e+000 4.7689205075445813e+002 
6.6749999999999998e-001 3.8042291662459704e+001 3.9926170135663213e+001 5.0620451672156968e+000 -5.2701655413443056e+001 2.0111159473046545e+000 3.4664466154436724e+000 4.7666130658436214e+002 
6.7000000000000004e-001 3.8326033364681194e+001 3.9922691947663019e+001 5.0896353860526329e+000 -5.2831518392381739e+001 1.9587701337375498e+000 3.5314197701281524e+000 4.7643056241426609e+002 
6.7249999999999999e-001 3.8610799312165526e+001 3.9919088561999033e+001 5.1171445091647669e+000 -5.2960552835207494e+001 1.9077151533161234e+000 3.5960039407856881e+000 4.7619981824417005e+002 
6.7500000000000004e-001 3.8896588790669043e+001 3.9915357524147439e+001 5.1445708193683579e+000 -5.3088952168433522e+001 1.8579574235768344e+000 3.6601650073148906e+000 4.7596907407407406e+002 
6.7749999999999999e-001 3.9183401108407381e+001 3.9911496532430611e+001 5.1719128543371546e+000 -5.3217071032130164e+001 1.8094860143622555e+000 3.7238798791610916e+000 4.7573832990397807e+002 
6.8000000000000005e-001 3.9471235554936399e+001 3.9907503204006318e+001 5.1991689075310106e+000 -5.3344906471995493e+001 1.7623094943266859e+000 3.7871268777200267e+000 4.7550758573388202e+002 
6.8250000000000000e-001 3.9760091398712071e+001 3.9903375046862458e+001 5.2263372402066359e+000 -5.3472476182615168e+001 1.7164460983781142e+000 3.8498639608603460e+000 4.7527684156378598e+002 
6.8500000000000005e-001 4.0049967965782322e+001 3.9899110019257456e+001 5.2534167308085920e+000 -5.3600186253954412e+001 1.6718743739574011e+000 3.9120681915741593e+000 4.7504609739368993e+002 
6.8750000000000000e-001 4.0340864558970537e+001 3.9894705934520573e+001 5.2804060226706344e+000 -5.3728179457159897e+001 1.6285957577374812e+000 3.9737070709937936e+000 4.7481535322359395e+002 
6.8999999999999995e-001 4.0632780471822350e+001 3.9890160602124965e+001 5.3073037458289214e+000 -5.3856558378372867e+001 1.5866155326028668e+000 4.0347570172017209e+000 4.7458460905349796e+002 
6.9250000000000000e-001 4.0925714986643300e+001 3.9885471755623172e+001 5.3341085078330153e+000 -5.3985437756329191e+001 1.5459246108743858e+000 4.0952058972321517e+000 4.7435386488340191e+002 
6.9499999999999995e-001 4.1219667418589495e+001 3.9880637429296250e+001 5.3608192557804699e+000 -5.4115046891594893e+001 1.5065022204656415e+000 4.1550409842598484e+000 4.7412312071330587e+002 
6.9750000000000001e-001 4.1514637126955151e+001 3.9875656027741641e+001 5.3874354133513656e+000 -5.4245859964346657e+001 1.4682886698689956e+000 4.2142770339349029e+000 4.7389237654320988e+002 
6.9999999999999996e-001 4.1810623382246945e+001 3.9870525327792315e+001 5.4139557402072320e+000 -5.4377997074637484e+001 1.4312675441704783e+000 4.2728981562316939e+000 4.7366163237311383e+002 
7.0250000000000001e-001 4.2107625485596138e+001 3.9865243323898426e+001 5.4403792245122400e+000 -5.4511631324145029e+001 1.3954141377269293e+000 4.3308921127867839e+000 4.7343088820301784e+002 
7.0499999999999996e-001 4.2405642705626278e+001 3.9859807886860700e+001 5.4667046642247961e+000 -5.4646754046884936e+001 1.3607277342240025e+000 4.3882392009394176e+000 4.7320014403292180e+002 
7.0750000000000002e-001 4.2704674371905455e+001 3.9854217344746161e+001 5.4929314161970026e+000 -5.4783700106921216e+001 1.3271802608969614e+000 4.4449425288005822e+000 4.7296939986282575e+002 
7.0999999999999996e-001 4.3004719839315150e+001 3.9848470186345395e+001 5.5190590408178899e+000 -5.4922817090388982e+001 1.2947230092133797e+000 4.5010141011336113e+000 4.7273865569272976e+002 
7.1250000000000002e-001 4.3305778395288087e+001 3.9842564470714407e+001 5.5450865544494867e+000 -5.5064040183068158e+001 1.2633404116265048e+000 4.5564468725526108e+000 4.7250791152263372e+002 
7.1499999999999997e-001 4.3607849304465681e+001 3.9836498135356408e+001 5.5710128796043108e+000 -5.5207286319411075e+001 1.2330233669774697e+000 4.6112344636900389e+000 4.7227716735253773e+002 
7.1750000000000003e-001 4.3910931841214357e+001 3.9830269205044274e+001 5.5968371444713512e+000 -5.5352600366864429e+001 1.2037511378909087e+000 4.6653658131754554e+000 4.7204642318244169e+002 
7.1999999999999997e-001 4.4215025335189907e+001 3.9823876105413831e+001 5.6225589385373418e+000 -5.5500265958250587e+001 1.1754861752692978e+000 4.7188415398891008e+000 4.7181567901234564e+002 
7.2250000000000003e-001 4.4520129104396901e+001 3.9817317106810918e+001 5.6481774891173018e+000 -5.5650158694428960e+001 1.1482209774380543e+000 4.7716677062924235e+000 4.7158493484224965e+002 
7.2499999999999998e-001 4.4826242433198381e+001 3.9810590345039685e+001 5.6736919268429915e+000 -5.5802092152466777e+001 1.1219414718108836e+000 4.8238457188796078e+000 4.7135419067215361e+002 
7.2750000000000004e-001 4.5133364670011808e+001 3.9803694442763181e+001 5.6991020764339808e+000 -5.5956348706058172e+001 1.0965887761610817e+000 4.8753939158902053e+000 4.7112344650205762e+002 
7.2999999999999998e-001 4.5441495114607072e+001 3.9796627665304825e+001 5.7244071019433989e+000 -5.6112605157065801e+001 1.0721545126163381e+000 4.9263285226688973e+000 4.7089270233196157e+002 
7.3250000000000004e-001 4.5750633036280064e+001 3.9789388114912697e+001 5.7496060559491475e+000 -5.6270494174491631e+001 1.0486483665032174e+000 4.9766419780192503e+000 4.7066195816186553e+002 
7.3499999999999999e-001 4.6060777738055570e+001 3.9781974109656915e+001 5.7746983282830797e+000 -5.6429911591786023e+001 1.0260628316238445e+000 5.0263340190382637e+000 4.7043121399176954e+002 
7.3750000000000004e-001 4.6371928480696546e+001 3.9774383750565164e+001 5.7996830152217491e+000 -5.6590501260557666e+001 1.0043966379055222e+000 5.0754074421583057e+000 4.7020046982167349e+002 
7.3999999999999999e-001 4.6684084560521931e+001 3.9766615340194072e+001 5.8245594750564713e+000 -5.6752041437930941e+001 9.8364653118205003e-001 5.1238570503474756e+000 4.6996972565157751e+002 
7.4250000000000005e-001 4.6997245284179442e+001 3.9758667257113750e+001 5.8493271826115674e+000 -5.6914392562055774e+001 9.6379712560764552e-001 5.1716895505085434e+000 4.6973898148148146e+002 
7.4500000000000000e-001 4.7311409974560227e+001 3.9750537988627151e+001 5.8739857356053911e+000 -5.7077477788867895e+001 9.4482430688047236e-001 5.2189253108912537e+000 4.6950823731138541e+002 
7.4750000000000005e-001 4.7626577919364159e+001 3.9742225796560916e+001 5.8985344841446299e+000 -5.7241014430031569e+001 9.2671708172446876e-001 5.2655659951464955e+000 4.6927749314128943e+002 
7.5000000000000000e-001 4.7942748383156484e+001 3.9733728854256185e+001 5.9229725959840565e+000 -5.7404510480277999e+001 9.0946727547731754e-001 5.3116132516212300e+000 4.6904674897119344e+002 
7.5249999999999995e-001 4.8259920626756525e+001 3.9725045328099462e+001 5.9472991408578686e+000 -5.7567407348755822e+001 8.9308595197679830e-001 5.3570780237012512e+000 4.6881600480109739e+002 
7.5500000000000000e-001 4.8578093982601558e+001 3.9716173854593109e+001 5.9715139436099562e+000 -5.7729751299025736e+001 8.7753577611058242e-001 5.4019873838817816e+000 4.6858526063100135e+002 
7.5749999999999995e-001 4.8897267809044479e+001 3.9707113196650276e+001 5.9956169302543429e+000 -5.7891565960187002e+001 8.6277245825652404e-001 5.4463651457164755e+000 4.6835451646090536e+002 
7.6000000000000001e-001 4.9217441369187682e+001 3.9697861571097320e+001 6.0196074322537925e+000 -5.8052587077209296e+001 8.4878774939072144e-001 5.4902118382348775e+000 4.6812377229080931e+002 
7.6249999999999996e-001 4.9538614027121703e+001 3.9688417847156927e+001 6.0434856353232718e+000 -5.8213166166313862e+001 8.3552841212398743e-001 5.5335548853507444e+000 4.6789302812071332e+002 
7.6500000000000001e-001 4.9860785083035644e+001 3.9678780447940376e+001 6.0672510793388845e+000 -5.8373154694301782e+001 8.2298813445087826e-001 5.5763975433200157e+000 4.6766228395061728e+002 
7.6749999999999996e-001 5.0183953791388987e+001 3.9668947524448569e+001 6.0909029879820835e+000 -5.8532203181293511e+001 8.1117432493700881e-001 5.6187425361477530e+000 4.6743153978052123e+002 
7.7000000000000002e-001 5.0508119525698035e+001 3.9658917992628083e+001 6.1144414974248669e+000 -5.8690518730919841e+001 8.0002208177192380e-001 5.6606378619542577e+000 4.6720079561042525e+002 
7.7249999999999996e-001 5.0833281592909266e+001 3.9648690388352726e+001 6.1378662839265203e+000 -5.8847937672252527e+001 7.8949917588079421e-001 5.7021031606255708e+000 4.6697005144032920e+002 
7.7500000000000002e-001 5.1159439294914627e+001 3.9638263196987893e+001 6.1611770204109035e+000 -5.9004392109343030e+001 7.7959213296292762e-001 5.7431400982413994e+000 4.6673930727023316e+002 
7.7749999999999997e-001 5.1486591986745218e+001 3.9627635233400852e+001 6.1843738445570509e+000 -5.9160200789192828e+001 7.7025825761847744e-001 5.7837668529130628e+000 4.6650856310013717e+002 
7.8000000000000003e-001 5.1814739059991041e+001 3.9616805520596891e+001 6.2074569992622344e+000 -5.9315613915229584e+001 7.6145271520520463e-001 5.8240140720564630e+000 4.6627781893004112e+002 
7.8249999999999997e-001 5.2143879861587486e+001 3.9605772835787555e+001 6.2304263477798010e+000 -5.9470502886353408e+001 7.5315096710450635e-001 5.8639017216863119e+000 4.6604707475994513e+002 
7.8500000000000003e-001 5.2474013706416244e+001 3.9594535798028744e+001 6.2532817475897495e+000 -5.9624882552872641e+001 7.4531641377856761e-001 5.9034522341234252e+000 4.6581633058984909e+002 
7.8749999999999998e-001 5.2805139953292233e+001 3.9583093276833203e+001 6.2760232862007719e+000 -5.9778856803389445e+001 7.3791003173073799e-001 5.9426887741082499e+000 4.6558558641975310e+002 
7.9000000000000004e-001 5.3137257959169403e+001 3.9571444116070062e+001 6.2986510188448186e+000 -5.9932496814238256e+001 7.3090346210019896e-001 5.9816225429023193e+000 4.6535484224965705e+002 
7.9249999999999998e-001 5.3470367063146604e+001 3.9559587083465523e+001 6.3211649236557363e+000 -6.0085838472753210e+001 7.2426570239121202e-001 6.0202811729242081e+000 4.6512409807956101e+002 
7.9500000000000004e-001 5.3804466630261182e+001 3.9547521076140200e+001 6.3435650455133583e+000 -6.0238883260401892e+001 7.1796733096018828e-001 6.0586979548143471e+000 4.6489335390946502e+002 
7.9749999999999999e-001 5.4139555947151251e+001 3.9535244553375030e+001 6.3658510130935220e+000 -6.0391373074228660e+001 7.1201580908504813e-001 6.0968580699953137e+000 4.6466260973936897e+002 
8.0000000000000004e-001 5.4475634284411711e+001 3.9522755973862445e+001 6.3880225549327214e+000 -6.0543192785323257e+001 7.0639485601393115e-001 6.1347646802152198e+000 4.6443186556927299e+002 
8.0249999999999999e-001 5.4812701034491766e+001 3.9510054419904854e+001 6.4100800915371217e+000 -6.0694714668219497e+001 7.0105940036675396e-001 6.1724418453478327e+000 4.6420112139917694e+002 
8.0500000000000005e-001 5.5150755586114094e+001 3.9497138937555818e+001 6.4320237972311318e+000 -6.0845950512469557e+001 6.9598528822063266e-001 6.2099157663653912e+000 4.6397037722908090e+002 
8.0750000000000000e-001 5.5489797326626871e+001 3.9484008647301870e+001 6.4538539182055210e+000 -6.0996946371180883e+001 6.9113804931796952e-001 6.2472224973072707e+000 4.6373963305898491e+002 
8.1000000000000005e-001 5.5829825600371151e+001 3.9470662411210796e+001 6.4755705096927016e+000 -6.1147659831341002e+001 6.8650257569289230e-001 6.2843724772700424e+000 4.6350888888888886e+002 
8.1250000000000000e-001 5.6170839731381520e+001 3.9457098957343909e+001 6.4971734074019700e+000 -6.1297857130313020e+001 6.8207234156694008e-001 6.3213851937464884e+000 4.6327814471879287e+002 
8.1499999999999995e-001 5.6512839086931393e+001 3.9443317280774338e+001 6.5186627751777770e+000 -6.1447564818903629e+001 6.7782265220778948e-001 6.3582882338491906e+000 4.6304740054869683e+002 
8.1750000000000000e-001 5.6855823004564847e+001 3.9429316224738528e+001 6.5400387100417028e+000 -6.1596813777899484e+001 6.7373911173723822e-001 6.3950839697363628e+000 4.6281665637860078e+002 
8.1999999999999995e-001 5.7199790851599914e+001 3.9415094781646495e+001 6.5613014233796392e+000 -6.1745680228947414e+001 6.6979355412384434e-001 6.4317953610758023e+000 4.6258591220850479e+002 
8.2250000000000001e-001 5.7544741954453116e+001 3.9400651730320710e+001 6.5824509110720690e+000 -6.1894093089908779e+001 6.6596860090370613e-001 6.4684416262294935e+000 4.6235516803840875e+002 
8.2499999999999996e-001 5.7890675573866929e+001 3.9385985507043344e+001 6.6034867764209544e+000 -6.2041643031753978e+001 6.6227933841988995e-001 6.5050103598769304e+000 4.6212442386831276e+002 
8.2750000000000001e-001 5.8237591098130181e+001 3.9371095259498425e+001 6.6244093240619790e+000 -6.2188374160506257e+001 6.5869367387541400e-001 6.5415317990499355e+000 4.6189367969821672e+002 
8.2999999999999996e-001 5.8585487970568721e+001 3.9355980424214216e+001 6.6452191589785059e+000 -6.2334570047336662e+001 6.5516042813596975e-001 6.5780608607810986e+000 4.6166293552812067e+002 
8.3250000000000002e-001 5.8934365553012412e+001 3.9340639975294742e+001 6.6659165534026350e+000 -6.2480432110714780e+001 6.5165584610449989e-001 6.6146198164576155e+000 4.6143219135802468e+002 
8.3499999999999996e-001 5.9284223146545109e+001 3.9325072617587800e+001 6.6865014637099520e+000 -6.2625850821750362e+001 6.4816727468853963e-001 6.6512128983964258e+000 4.6120144718792864e+002 
8.3750000000000002e-001 5.9635060057395407e+001 3.9309277114055249e+001 6.7069738221327171e+000 -6.2770596602190018e+001 6.4468118488101822e-001 6.6878452823319749e+000 4.6097070301783265e+002 
8.3999999999999997e-001 5.9986875593858571e+001 3.9293252242922691e+001 6.7273336431077375e+000 -6.2914591223582100e+001 6.4118641890521466e-001 6.7245239784099162e+000 4.6073995884773660e+002 
8.4250000000000003e-001 6.0339669125812996e+001 3.9276997100327279e+001 6.7475813605076773e+000 -6.3058153373566554e+001 6.3764976448887256e-001 6.7612700288658960e+000 4.6050921467764056e+002 
8.4499999999999997e-001 6.0693440008538481e+001 3.9260510683799666e+001 6.7677171927304585e+000 -6.3201335001804594e+001 6.3405266180833997e-001 6.7981026806421783e+000 4.6027847050754457e+002 
8.4750000000000003e-001 6.1048187568595367e+001 3.9243791879497401e+001 6.7877411883288623e+000 -6.3344018828512681e+001 6.3038165313772931e-001 6.8350419854692284e+000 4.6004772633744852e+002 
8.4999999999999998e-001 6.1403911142652341e+001 3.9226839607592396e+001 6.8076535197969683e+000 -6.3486257575281805e+001 6.2662838404719023e-001 6.8720889706660371e+000 4.5981698216735253e+002 
8.5250000000000004e-001 6.1760610026340061e+001 3.9209652575862805e+001 6.8274540843855824e+000 -6.3627838881414121e+001 6.2279761713153658e-001 6.9092407628426731e+000 4.5958623799725649e+002 
8.5499999999999998e-001 6.2118283485074642e+001 3.9192229370454072e+001 6.8471426489368525e+000 -6.3768450186516375e+001 6.1890052462228351e-001 6.9464973018885496e+000 4.5935549382716050e+002 
8.5750000000000004e-001 6.2476930848706665e+001 3.9174568934300900e+001 6.8667193924989611e+000 -6.3908106067298654e+001 6.1492336010343618e-001 6.9838669494803023e+000 4.5912474965706446e+002 
8.5999999999999999e-001 6.2836551527313844e+001 3.9156670664599353e+001 6.8861849567618769e+000 -6.4047227664836683e+001 6.1082076396277374e-001 7.0213882777332852e+000 4.5889400548696847e+002 
8.6250000000000004e-001 6.3197144825333623e+001 3.9138533385322894e+001 6.9055394258495397e+000 -6.4185813901360802e+001 6.0658388428754273e-001 7.0590597431441680e+000 4.5866326131687242e+002 
8.6499999999999999e-001 6.3558710018478045e+001 3.9120155765697078e+001 6.9247826893620719e+000 -6.4323650130930602e+001 6.0221472633919082e-001 7.0968857978452027e+000 4.5843251714677638e+002 
8.6750000000000005e-001 6.3921246420480458e+001 3.9101536695179000e+001 6.9439147838527937e+000 -6.4460561661406345e+001 5.9769786477487075e-001 7.1348921433502399e+000 4.5820177297668039e+002 
8.7000000000000000e-001 6.4284753275055465e+001 3.9082674718565187e+001 6.9629354616807788e+000 -6.4596207659384632e+001 5.9304439119315377e-001 7.1730661336398169e+000 4.5797102880658434e+002 
8.7250000000000005e-001 6.4649229868913238e+001 3.9063568631874091e+001 6.9818448187207842e+000 -6.4730616943777363e+001 5.8825222548204359e-001 7.2113973707829242e+000 4.5774028463648830e+002 
8.7500000000000000e-001 6.5014675567697338e+001 3.9044217629084223e+001 7.0006433785368785e+000 -6.4864208275830038e+001 5.8329139150293152e-001 7.2498977523252961e+000 4.5750954046639231e+002 
8.7749999999999995e-001 6.5381089647850274e+001 3.9024620433545060e+001 7.0193310577698682e+000 -6.4996797219571505e+001 5.7816554786994312e-001 7.2885770014424693e+000 4.5727879629629626e+002 
8.8000000000000000e-001 6.5748471329172403e+001 3.9004775501655949e+001 7.0379075378963414e+000 -6.5128008299087384e+001 5.7288966884523074e-001 7.3274255171987832e+000 4.5704805212620028e+002 
8.8249999999999995e-001 6.6116819975769104e+001 3.8984682043786670e+001 7.0563732788241929e+000 -6.5258131760921827e+001 5.6742656019499416e-001 7.3664635635859606e+000 4.5681730795610423e+002 
8.8500000000000001e-001 6.6486134891834027e+001 3.8964338986386998e+001 7.0747285264252113e+000 -6.5387400428917871e+001 5.6176430914344699e-001 7.4057000519807419e+000 4.5658656378600824e+002 
8.8749999999999996e-001 6.6856415401197225e+001 3.8943745373545504e+001 7.0929736069772638e+000 -6.5516093510588462e+001 5.5588255994625302e-001 7.4451504985465524e+000 4.5635581961591220e+002 
8.9000000000000001e-001 6.7227660852205219e+001 3.8922900368561692e+001 7.1111088875754902e+000 -6.5644399578401476e+001 5.4975253440478844e-001 7.4848389685453878e+000 4.5612507544581615e+002 
8.9249999999999996e-001 6.7599870462036264e+001 3.8901802506595224e+001 7.1291342399566631e+000 -6.5772209213833577e+001 5.4338155734743288e-001 7.5247561913784011e+000 4.5589433127572016e+002 
8.9500000000000002e-001 6.7973043523884400e+001 3.8880450690197961e+001 7.1470498412696557e+000 -6.5899671061066030e+001 5.3676580305835364e-001 7.5649026980306848e+000 4.5566358710562412e+002 
8.9749999999999996e-001 6.8347179367637793e+001 3.8858844024537092e+001 7.1648561438373264e+000 -6.6027155218808502e+001 5.2987037099354350e-001 7.6052923549453535e+000 4.5543284293552813e+002 
9.0000000000000002e-001 6.8722277180374761e+001 3.8836980906071489e+001 7.1825529496426554e+000 -6.6154454769376073e+001 5.2269962054278507e-001 7.6459015890942057e+000 4.5520209876543208e+002 
9.0249999999999997e-001 6.9098336112326962e+001 3.8814859558270022e+001 7.2001396825778592e+000 -6.6280913389815055e+001 5.1528435944947071e-001 7.6867192294277356e+000 4.5497135459533604e+002 
9.0500000000000003e-001 6.9475355591500332e+001 3.8792479609692435e+001 7.2176171203890220e+000 -6.6407089658950540e+001 5.0756818856721908e-001 7.7278129692531810e+000 4.5474061042524005e+002 
9.0749999999999997e-001 6.9853334860101938e+001 3.8769839751412654e+001 7.2349853714313177e+000 -6.6533109759648866e+001 4.9954662586523813e-001 7.7691741359040432e+000 4.5450986625514400e+002 
9.1000000000000003e-001 7.0232273017254997e+001 3.8746938013637831e+001 7.2522438439022281e+000 -6.6658420501013964e+001 4.9125382503707699e-001 7.8107683975855942e+000 4.5427912208504802e+002 
9.1249999999999998e-001 7.0612169268334313e+001 3.8723772960653548e+001 7.2693924064740969e+000 -6.6782822106524833e+001 4.8269719968484920e-001 7.8525864765580673e+000 4.5404837791495197e+002 
9.1500000000000004e-001 7.0993022752876101e+001 3.8700342859649140e+001 7.2864307541733204e+000 -6.6906053494993998e+001 4.7389556022692669e-001 7.8945935780758010e+000 4.5381763374485593e+002 
9.1749999999999998e-001 7.1374832744588218e+001 3.8676646664975330e+001 7.3033591845347843e+000 -6.7028317126039866e+001 4.6482937796044105e-001 7.9367844689451115e+000 4.5358688957475994e+002 
9.2000000000000004e-001 7.1757598626310141e+001 3.8652683832017580e+001 7.3201783442485464e+000 -6.7150078466995751e+001 4.5545495938112368e-001 7.9791957915331881e+000 4.5335614540466389e+002 
9.2249999999999999e-001 7.2141319566323688e+001 3.8628452750062358e+001 7.3368878600781073e+000 -6.7270920731735913e+001 4.4579754271530642e-001 8.0218164194092694e+000 4.5312540123456790e+002 
9.2500000000000004e-001 7.2525994590241609e+001 3.8603951158116253e+001 7.3534869409963974e+000 -6.7390163653547617e+001 4.3591170022488918e-001 8.0645792480166136e+000 4.5289465706447186e+002 
9.2749999999999999e-001 7.2911622912569001e+001 3.8579177777777687e+001 7.3699756279211144e+000 -6.7507788843020265e+001 4.2578516549481088e-001 8.1074862260556877e+000 4.5266391289437581e+002 
9.3000000000000005e-001 7.3298203694627830e+001 3.8554131074756185e+001 7.3863536637318532e+000 -6.7623502060774811e+001 4.1542506994851802e-001 8.1505302590489155e+000 4.5243316872427982e+002 
9.3250000000000000e-001 7.3685736090717072e+001 3.8528809487669619e+001 7.4026208863644243e+000 -6.7737261530690319e+001 4.0484459639016818e-001 8.1936921951808355e+000 4.5220242455418378e+002 
9.3500000000000005e-001 7.4074219222084153e+001 3.8503211301523038e+001 7.4187769876276874e+000 -6.7848859476034491e+001 3.9405548425321746e-001 8.2369555678015018e+000 4.5197168038408779e+002 
9.3750000000000000e-001 7.4463652202578814e+001 3.8477334749264564e+001 7.4348214957618737e+000 -6.7957839608428259e+001 3.8308037090467661e-001 8.2802894985396716e+000 4.5174093621399174e+002 
9.3999999999999995e-001 7.4854034110739136e+001 3.8451177928476845e+001 7.4507538379554425e+000 -6.8063723513336768e+001 3.7194861797362400e-001 8.3236638197269563e+000 4.5151019204389576e+002 
9.4250000000000000e-001 7.5245364019250033e+001 3.8424738959589853e+001 7.4665734631523364e+000 -6.8166115637383712e+001 3.6068560258034760e-001 8.3670670590571632e+000 4.5127944787379971e+002 
9.4499999999999995e-001 7.5637641138730473e+001 3.8398016568837697e+001 7.4822803647334410e+000 -6.8265137547679629e+001 3.4928861595094846e-001 8.4105003513203709e+000 4.5104870370370372e+002 
9.4750000000000001e-001 7.6030864626131518e+001 3.8371009272704036e+001 7.4978745042205368e+000 -6.8360992882649413e+001 3.3775026920496887e-001 8.4539497858732791e+000 4.5081795953360768e+002 
9.4999999999999996e-001 7.6425033525790170e+001 3.8343715156787525e+001 7.5133555013429500e+000 -6.8453620827240599e+001 3.2607137630800442e-001 8.4974059029378832e+000 4.5058721536351163e+002 
9.5250000000000001e-001 7.6820146885738026e+001 3.8316132302463046e+001 7.5287226895006469e+000 -6.8542549497014662e+001 3.1427823495056145e-001 8.5408560648092973e+000 4.5035647119341564e+002 
9.5499999999999996e-001 7.7216203788403149e+001 3.8288258946494466e+001 7.5439756262950368e+000 -6.8627616716780580e+001 3.0238372402463243e-001 8.5842781006820168e+000 4.5012572702331960e+002 
9.5750000000000002e-001 7.7613203338453999e+001 3.8260093488742228e+001 7.5591141183647785e+000 -6.8708990319118016e+001 2.9037650306916607e-001 8.6276756339012923e+000 4.4989498285322355e+002 
9.5999999999999996e-001 7.8011144598681767e+001 3.8231634104841291e+001 7.5741377795735403e+000 -6.8786615552842719e+001 2.7826219251041900e-001 8.6710142313116680e+000 4.4966423868312756e+002 
9.6250000000000002e-001 7.8410026608917434e+001 3.8202878899822323e+001 7.5890462483583079e+000 -6.8860593399459759e+001 2.6604617202063585e-001 8.7142509620680091e+000 4.4943349451303152e+002 
9.6499999999999997e-001 7.8809848545871787e+001 3.8173826594994466e+001 7.6038395223622501e+000 -6.8931337346183582e+001 2.5371298307974011e-001 8.7574017724882882e+000 4.4920275034293553e+002 
9.6750000000000003e-001 7.9210609555491644e+001 3.8144475794740600e+001 7.6185174899829562e+000 -6.8999138636441515e+001 2.4124865508873652e-001 8.8004588663577987e+000 4.4897200617283949e+002 
9.6999999999999997e-001 7.9612308694338140e+001 3.8114824770226491e+001 7.6330797927358063e+000 -6.9064084443513337e+001 2.2864745057641170e-001 8.8434211702605214e+000 4.4874126200274350e+002 
9.7250000000000003e-001 8.0014945019196063e+001 3.8084871751408215e+001 7.6475258777969195e+000 -6.9125988000435655e+001 2.1592092804601520e-001 8.8862869124070247e+000 4.4851051783264745e+002 
9.7499999999999998e-001 8.0418517695147443e+001 3.8054615456255775e+001 7.6618556662808430e+000 -6.9185185371155143e+001 2.0305434770705386e-001 8.9290716732201787e+000 4.4827977366255141e+002 
9.7750000000000004e-001 8.0823025808150248e+001 3.8024054328009001e+001 7.6760689605233630e+000 -6.9241938629632003e+001 1.9002121878020237e-001 8.9717847957036909e+000 4.4804902949245542e+002 
9.7999999999999998e-001 8.1228468319466060e+001 3.7993186205853100e+001 7.6901650932467831e+000 -6.9296150795822427e+001 1.7681966067286323e-001 9.0143962852475727e+000 4.4781828532235937e+002 
9.8250000000000004e-001 8.1634844267775719e+001 3.7962009259687996e+001 7.7041436333175319e+000 -6.9347917853356009e+001 1.6344680401991524e-001 9.0568842622468662e+000 4.4758754115226338e+002 
9.8499999999999999e-001 8.2042152707029828e+001 3.7930521695439396e+001 7.7180044671596413e+000 -6.9397947400944560e+001 1.4984328337138794e-001 9.0992302490255117e+000 4.4735679698216734e+002 
9.8750000000000004e-001 8.2450392706117370e+001 3.7898721904776693e+001 7.7317470577560137e+000 -6.9445988919171356e+001 1.3602388756600867e-001 9.1414269313013001e+000 4.4712605281207129e+002 
9.8999999999999999e-001 8.2859563329135241e+001 3.7866608294318645e+001 7.7453706862236444e+000 -6.9491467619758822e+001 1.2203806582600778e-001 9.1834626946276110e+000 4.4689530864197530e+002 
9.9250000000000005e-001 8.3269663632445031e+001 3.7834179214808266e+001 7.7588748797743143e+000 -6.9534338994255592e+001 1.0788628292213612e-001 9.2253437182395768e+000 4.4666456447187926e+002 
9.9500000000000000e-001 8.3680692633263135e+001 3.7801432813610312e+001 7.7722591015926348e+000 -6.9574650694164234e+001 9.3576661590967891e-002 9.2670538113217642e+000 4.4643382030178327e+002 
